frame,timestamp,side,cx,cy,length,angle_deg,brightness,color
94,1.5666666666666667,right,551.193,220.65,26.777,-0.341,0.95,0
94,1.5666666666666667,left,307.779,213.244,37.392,181.446,0.9,1
94,1.5666666666666667,right,398.556,213.736,37.133,-1.365,0.9,1
94,1.5666666666666667,left,518.808,202.903,33.637,163.582,0.9,1
95,1.5833333333333333,right,552.854,221.14,27.358,3.066,0.95,0
95,1.5833333333333333,left,308.959,212.81,36.085,182.12,0.9,1
95,1.5833333333333333,right,399.268,212.96,36.198,-0.929,0.9,1
95,1.5833333333333333,left,518.48,203.67,34.204,165.701,0.9,1
96,1.6,right,555.161,220.849,25.17,0.367,0.95,0
96,1.6,left,310.07,213.536,34.483,181.341,0.9,1
96,1.6,right,401.891,212.886,36.503,-1.78,0.9,1
96,1.6,left,517.838,202.829,32.976,165.828,0.9,1
97,1.6166666666666667,right,558.403,220.678,27.507,-3.532,0.95,0
97,1.6166666666666667,left,311.079,213.164,35.702,182.438,0.9,1
97,1.6166666666666667,right,403.311,213.516,38.235,-2.242,0.9,1
97,1.6166666666666667,left,519.456,203.101,35.731,163.353,0.9,1
98,1.6333333333333333,right,561.357,219.573,28.178,0.554,0.95,0
98,1.6333333333333333,left,312.385,213.174,38.541,184.134,0.9,1
98,1.6333333333333333,right,403.944,212.585,38.045,0.757,0.9,1
98,1.6333333333333333,left,518.136,202.437,31.996,166.11,0.9,1
98,1.6333333333333333,distractor,354.682,307.902,8.076,107.988,0.35,1
99,1.65,right,562.97,220.68,27.235,-1.426,0.95,0
99,1.65,right,205.69,204.322,32.986,15.217,0.9,1
99,1.65,left,313.993,212.929,35.265,185.369,0.9,1
99,1.65,right,406.809,213.249,36.772,-3.579,0.9,1
99,1.65,left,519.178,203.351,35.267,162.757,0.9,1
100,1.6666666666666667,right,566.665,219.95,26.422,-5.119,0.95,0
100,1.6666666666666667,right,205.19,204.931,34.078,15.24,0.9,1
100,1.6666666666666667,left,315.66,213.116,39.091,180.335,0.9,1
100,1.6666666666666667,right,407.297,212.286,37.624,-3.217,0.9,1
100,1.6666666666666667,left,518.43,202.604,32.417,166.163,0.9,1
101,1.6833333333333333,right,567.591,220.063,25.883,-1.186,0.95,0
101,1.6833333333333333,right,205.239,203.175,34.565,16.525,0.9,1
101,1.6833333333333333,left,315.568,213.74,37.926,179.764,0.9,1
101,1.6833333333333333,right,408.753,213.046,37.488,-1.324,0.9,1
102,1.7,right,571.35,220.545,27.565,-5.257,0.95,0
102,1.7,right,204.174,203.208,32.958,12.024,0.9,1
102,1.7,left,317.773,212.57,36.83,178.479,0.9,1
102,1.7,right,408.592,213.153,38.216,-1.583,0.9,1
103,1.7166666666666666,right,572.577,221.529,26.736,-1.839,0.95,0
103,1.7166666666666666,right,205.354,204.52,33.102,16.557,0.9,1
103,1.7166666666666666,left,319.587,213.328,37.559,183.319,0.9,1
103,1.7166666666666666,right,412.115,212.363,35.364,-1.632,0.9,1
105,1.75,right,578.531,221.429,26.309,-8.149,0.95,0
105,1.75,right,205.552,203.315,34.936,18.988,0.9,1
105,1.75,left,322.847,212.609,36.869,178.703,0.9,1
105,1.75,right,413.964,212.84,36.613,-0.856,0.9,1
105,1.75,distractor,496.839,200.779,7.025,109.911,0.35,0
106,1.7666666666666666,right,581.338,219.863,26.37,-3.029,0.95,0
106,1.7666666666666666,right,204.539,203.865,33.972,14.374,0.9,1
106,1.7666666666666666,left,323.392,213.12,37.679,181.189,0.9,1
106,1.7666666666666666,right,416.65,212.553,35.097,-3.997,0.9,1
107,1.7833333333333334,right,582.64,220.562,26.44,-4.214,0.95,0
107,1.7833333333333334,right,204.908,203.695,34.043,16.764,0.9,1
107,1.7833333333333334,left,325.572,212.554,36.023,181.928,0.9,1
107,1.7833333333333334,right,416.938,212.364,35.503,0.207,0.9,1
108,1.8,right,585.834,221.943,26.554,0.112,0.95,0
108,1.8,right,204.758,204.759,34.754,13.77,0.9,1
108,1.8,left,327.329,212.994,36.843,182.508,0.9,1
108,1.8,right,417.398,211.152,36.025,1.057,0.9,1
109,1.8166666666666667,right,587.05,220.943,23.898,-6.705,0.95,0
109,1.8166666666666667,right,205.694,203.056,33.392,16.297,0.9,1
109,1.8166666666666667,left,329.683,212.685,36.384,178.846,0.9,1
109,1.8166666666666667,right,419.587,213.231,33.896,-0.517,0.9,1
110,1.8333333333333333,left,529.7,220.733,27.501,174.881,0.95,0
110,1.8333333333333333,right,589.656,221.737,26.531,-5.717,0.95,0
110,1.8333333333333333,right,205.614,203.802,34.74,14.083,0.9,1
110,1.8333333333333333,left,329.951,212.55,38.823,179.388,0.9,1
110,1.8333333333333333,right,420.94,212.417,38.634,-3.342,0.9,1
111,1.85,left,531.663,220.778,25.02,170.986,0.95,0
111,1.85,right,591.688,221.271,25.615,-7.8,0.95,0
111,1.85,right,205.262,203.667,32.417,16.192,0.9,1
111,1.85,left,331.335,212.837,35.134,180.82,0.9,1
111,1.85,right,421.556,212.703,37.955,-1.576,0.9,1
112,1.8666666666666667,left,535.071,220.427,25.815,170.565,0.95,0
112,1.8666666666666667,right,593.34,220.547,27.509,-10.856,0.95,0
112,1.8666666666666667,right,206.995,203.472,34.846,13.778,0.9,1
112,1.8666666666666667,left,333.106,213.265,36.127,175.751,0.9,1
112,1.8666666666666667,right,423.906,212.993,34.802,-3.343,0.9,1
112,1.8666666666666667,distractor,49.203,302.257,10.973,87.494,0.35,1
113,1.8833333333333333,left,538.087,220.367,25.902,173.787,0.95,0
113,1.8833333333333333,right,594.718,220.712,25.634,-5.265,0.95,0
113,1.8833333333333333,right,207.799,203.04,34.47,14.385,0.9,1
113,1.8833333333333333,left,333.664,213.424,35.685,177.628,0.9,1
113,1.8833333333333333,right,425.221,214.075,36.598,-2.366,0.9,1
114,1.9,left,540.384,221.282,25.948,175.488,0.95,0
114,1.9,right,596.207,221.41,25.529,-12.087,0.95,0
114,1.9,right,206.535,201.814,32.075,15.557,0.9,1
114,1.9,left,336.628,212.563,36.692,177.551,0.9,1
114,1.9,right,426.893,214.042,36.115,1.011,0.9,1
115,1.9166666666666667,left,543.922,221.765,28.648,173.683,0.95,0
115,1.9166666666666667,right,598.608,222.228,25.952,-5.968,0.95,0
115,1.9166666666666667,right,208.625,202.966,35.591,16.534,0.9,1
115,1.9166666666666667,left,337.328,212.943,36.298,179.559,0.9,1
115,1.9166666666666667,right,427.705,213.337,33.656,-2.193,0.9,1
116,1.9333333333333333,left,546.78,220.491,28.414,170.455,0.95,0
116,1.9333333333333333,right,600.938,221.433,25.66,-6.521,0.95,0
116,1.9333333333333333,right,221.895,234.191,15.138,12.907,0.92,0
116,1.9333333333333333,right,206.934,202.782,33.491,14.111,0.9,1
116,1.9333333333333333,left,339.591,211.775,35.352,176.876,0.9,1
116,1.9333333333333333,right,429.478,212.988,37.172,-2.984,0.9,1
117,1.95,left,550.047,220.967,24.427,171.823,0.95,0
117,1.95,right,602.129,222.51,26.503,-10.137,0.95,0
117,1.95,right,206.935,202.709,35.343,15.332,0.9,1
117,1.95,left,339.85,213.357,36.097,177.973,0.9,1
117,1.95,right,430.98,212.317,34.76,-5.054,0.9,1
118,1.9666666666666666,left,552.132,220.094,26.045,168.021,0.95,0
118,1.9666666666666666,right,602.728,221.814,23.211,-12.954,0.95,0
118,1.9666666666666666,right,207.704,203.369,34.389,16.634,0.9,1
118,1.9666666666666666,left,342.426,213.183,35.519,178.903,0.9,1
118,1.9666666666666666,right,431.843,212.778,36.615,-3.932,0.9,1
119,1.9833333333333334,left,554.97,221.497,25.271,171.491,0.95,0
119,1.9833333333333334,right,605.015,221.271,24.871,-7.857,0.95,0
119,1.9833333333333334,right,207.704,202.264,33.497,14.156,0.9,1
119,1.9833333333333334,left,343.471,212.545,39.194,178.122,0.9,1
119,1.9833333333333334,right,432.54,212.328,36.694,-7.978,0.9,1
119,1.9833333333333334,distractor,238.763,119.935,11.926,87.999,0.35,1
120,2.0,left,558.079,220.131,25.083,169.767,0.95,0
120,2.0,right,606.055,221.575,24.81,-15.138,0.95,0
120,2.0,right,208.831,202.663,33.132,16.27,0.9,1
120,2.0,left,345.012,213.545,34.432,175.642,0.9,1
120,2.0,right,434.436,212.492,35.537,-3.046,0.9,1
121,2.0166666666666666,left,560.689,221.316,25.749,176.057,0.95,0
121,2.0166666666666666,right,606.891,221.914,26.96,-11.949,0.95,0
121,2.0166666666666666,right,209.168,202.661,36.385,14.991,0.9,1
121,2.0166666666666666,left,346.719,212.945,38.337,176.103,0.9,1
121,2.0166666666666666,right,435.709,212.362,34.944,-4.585,0.9,1
122,2.033333333333333,left,562.89,222.032,25.887,176.285,0.95,0
122,2.033333333333333,right,607.95,222.737,22.818,-10.176,0.95,0
122,2.033333333333333,right,208.485,202.673,37.162,17.634,0.9,1
122,2.033333333333333,left,347.514,213.125,35.609,177.258,0.9,1
122,2.033333333333333,right,435.937,212.775,33.698,-6.785,0.9,1
123,2.05,left,566.18,221.525,26.075,171.117,0.95,0
123,2.05,right,608.212,222.17,25.988,-13.082,0.95,0
123,2.05,right,209.389,201.986,34.924,16.728,0.9,1
123,2.05,left,349.342,212.17,38.138,176.588,0.9,1
123,2.05,right,438.037,213.384,33.181,-4.838,0.9,1
124,2.066666666666667,left,568.456,222.047,26.74,169.015,0.95,0
124,2.066666666666667,right,610.488,222.222,23.625,-11.642,0.95,0
124,2.066666666666667,right,209.958,202.958,34.714,18.288,0.9,1
124,2.066666666666667,left,350.933,213.247,38.844,174.343,0.9,1
124,2.066666666666667,right,439.533,213.15,35.269,-5.038,0.9,1
125,2.0833333333333335,left,571.105,221.031,25.61,167.565,0.95,0
125,2.0833333333333335,right,610.636,222.172,22.297,-13.633,0.95,0
125,2.0833333333333335,right,211.359,202.341,34.862,16.981,0.9,1
125,2.0833333333333335,left,351.869,212.984,37.878,176.519,0.9,1
125,2.0833333333333335,right,440.129,211.904,36.774,-4.19,0.9,1
126,2.1,left,573.261,222.001,23.388,167.959,0.95,0
126,2.1,right,610.523,221.83,22.806,-13.248,0.95,0
126,2.1,left,204.325,205.674,32.287,191.872,0.9,1
126,2.1,right,211.716,202.311,35.689,16.61,0.9,1
126,2.1,left,353.784,213.169,38.135,175.844,0.9,1
126,2.1,right,440.919,213.426,36.581,-5.084,0.9,1
126,2.1,distractor,498.616,263.135,14.073,109.884,0.35,1
127,2.1166666666666667,left,576.107,222.093,25.852,165.975,0.95,0
127,2.1166666666666667,right,612.145,222.19,26.266,-8.658,0.95,0
127,2.1166666666666667,left,204.091,205.099,31.936,197.309,0.9,1
127,2.1166666666666667,right,211.918,202.421,33.894,12.212,0.9,1
127,2.1166666666666667,left,355.546,211.678,36.261,175.941,0.9,1
127,2.1166666666666667,right,442.033,214.305,36.296,-4.17,0.9,1
128,2.1333333333333333,left,577.981,222.588,26.587,166.341,0.95,0
128,2.1333333333333333,right,612.492,221.554,22.963,-8.22,0.95,0
128,2.1333333333333333,left,203.131,205.356,32.751,197.313,0.9,1
128,2.1333333333333333,right,212.47,203.428,34.565,14.279,0.9,1
128,2.1333333333333333,left,356.403,212.199,38.094,176.154,0.9,1
128,2.1333333333333333,right,443.977,213.518,36.118,-7.092,0.9,1
129,2.15,left,580.363,221.762,27.495,166.738,0.95,0
129,2.15,right,612.995,222.708,22.774,-17.848,0.95,0
129,2.15,left,203.144,205.322,32.075,195.514,0.9,1
129,2.15,right,212.227,201.828,36.79,16.774,0.9,1
129,2.15,left,358.868,212.645,37.684,176.074,0.9,1
129,2.15,right,444.609,212.984,34.18,-8.667,0.9,1
130,2.1666666666666665,left,583.701,220.37,26.827,168.898,0.95,0
130,2.1666666666666665,right,613.83,222.876,24.272,-14.884,0.95,0
130,2.1666666666666665,left,203.654,205.975,31.846,191.435,0.9,1
130,2.1666666666666665,right,212.718,202.115,35.382,17.308,0.9,1
130,2.1666666666666665,left,359.378,213.587,37.209,175.489,0.9,1
130,2.1666666666666665,right,445.959,214.006,37.036,-5.204,0.9,1
131,2.183333333333333,left,585.264,221.467,27.257,168.004,0.95,0
131,2.183333333333333,right,612.313,222.989,28.064,-13.727,0.95,0
131,2.183333333333333,left,202.213,205.947,29.498,193.542,0.9,1
131,2.183333333333333,right,214.102,201.584,34.521,15.922,0.9,1
131,2.183333333333333,left,361.697,213.051,36.351,173.773,0.9,1
131,2.183333333333333,right,446.724,213.149,36.623,-5.657,0.9,1
132,2.2,left,587.104,221.574,25.686,163.656,0.95,0
132,2.2,right,613.449,221.726,24.094,-12.561,0.95,0
132,2.2,left,201.283,205.096,32.374,191.272,0.9,1
132,2.2,right,212.715,202.662,35.718,12.115,0.9,1
132,2.2,left,362.071,212.942,37.493,175.428,0.9,1
132,2.2,right,448.622,213.622,35.342,-9.733,0.9,1
133,2.216666666666667,left,588.685,221.874,25.773,162.57,0.95,0
133,2.216666666666667,right,614.277,222.407,23.879,-16.62,0.95,0
133,2.216666666666667,left,201.565,204.656,30.962,195.623,0.9,1
133,2.216666666666667,right,214.674,202.386,35.202,18.802,0.9,1
133,2.216666666666667,left,364.218,212.393,39.602,174.275,0.9,1
133,2.216666666666667,right,449.994,212.762,37.578,-4.682,0.9,1
133,2.216666666666667,distractor,295.44,364.761,9.385,102.991,0.35,1
134,2.2333333333333334,left,590.991,221.204,28.661,164.118,0.95,0
134,2.2333333333333334,right,613.581,222.659,24.498,-13.857,0.95,0
134,2.2333333333333334,left,202.565,205.332,33.449,190.459,0.9,1
134,2.2333333333333334,right,215.435,201.641,34.115,17.118,0.9,1
134,2.2333333333333334,left,365.154,212.979,37.341,175.936,0.9,1
134,2.2333333333333334,right,450.221,213.273,33.347,-7.325,0.9,1
135,2.25,left,592.879,221.766,25.804,160.912,0.95,0
135,2.25,right,613.437,222.977,22.92,-11.691,0.95,0
135,2.25,left,201.296,205.588,32.817,201.536,0.9,1
135,2.25,right,216.645,201.212,35.691,14.563,0.9,1
135,2.25,left,367.514,212.455,38.227,174.46,0.9,1
135,2.25,right,451.834,214.414,37.177,-8.958,0.9,1
136,2.2666666666666666,left,594.264,221.766,23.438,167.781,0.95,0
136,2.2666666666666666,right,612.463,223.155,24.098,-16.925,0.95,0
136,2.2666666666666666,left,201.517,204.706,32.472,195.947,0.9,1
136,2.2666666666666666,right,217.777,202.11,34.598,16.24,0.9,1
136,2.2666666666666666,left,369.212,212.58,36.287,171.68,0.9,1
136,2.2666666666666666,right,452.714,213.592,36.73,-7.058,0.9,1
137,2.283333333333333,left,595.958,222.059,25.228,164.946,0.95,0
137,2.283333333333333,right,612.274,222.808,21.57,-10.402,0.95,0
137,2.283333333333333,left,200.206,204.339,31.484,195.419,0.9,1
137,2.283333333333333,right,218.444,201.364,35.73,13.443,0.9,1
137,2.283333333333333,left,370.941,213.118,37.101,170.628,0.9,1
137,2.283333333333333,right,453.153,213.362,35.684,-9.541,0.9,1
138,2.3,left,597.653,220.925,26.145,165.713,0.95,0
138,2.3,right,613.156,222.977,24.064,-19.998,0.95,0
138,2.3,left,200.73,205.394,32.897,198.97,0.9,1
138,2.3,right,218.5,200.93,34.669,11.169,0.9,1
138,2.3,left,372.307,212.201,37.323,172.376,0.9,1
138,2.3,right,455.182,213.848,35.866,-6.468,0.9,1
139,2.316666666666667,left,599.31,221.176,24.904,167.929,0.95,0
139,2.316666666666667,right,612.205,222.445,23.376,-18.449,0.95,0
139,2.316666666666667,left,199.402,204.268,33.525,196.252,0.9,1
139,2.316666666666667,right,219.612,201.759,34.896,14.002,0.9,1
139,2.316666666666667,left,372.495,212.386,38.437,172.92,0.9,1
139,2.316666666666667,right,454.795,212.823,36.135,-4.66,0.9,1
140,2.3333333333333335,left,599.665,222.202,26.748,162.279,0.95,0
140,2.3333333333333335,left,200.713,204.492,34.226,196.679,0.9,1
140,2.3333333333333335,right,220.105,200.884,37.091,14.987,0.9,1
140,2.3333333333333335,left,376.242,212.428,37.746,173.139,0.9,1
140,2.3333333333333335,right,456.13,213.949,34.987,-8.569,0.9,1
140,2.3333333333333335,distractor,292.694,426.107,14.673,110.546,0.35,1
141,2.35,left,602.739,222.59,26.648,162.417,0.95,0
141,2.35,left,200.768,205.219,33.396,195.47,0.9,1
141,2.35,right,220.776,201.292,36.252,15.111,0.9,1
141,2.35,left,376.562,212.385,37.721,174.788,0.9,1
141,2.35,right,457.097,214.373,36.334,-9.059,0.9,1
142,2.3666666666666667,left,602.639,221.819,24.409,163.519,0.95,0
142,2.3666666666666667,left,200.641,203.486,33.493,192.628,0.9,1
142,2.3666666666666667,right,221.266,201.328,35.341,14.342,0.9,1
142,2.3666666666666667,left,378.828,212.141,37.506,173.184,0.9,1
142,2.3666666666666667,right,458.159,213.085,33.459,-12.126,0.9,1
143,2.3833333333333333,left,604.705,222.582,23.464,159.252,0.95,0
143,2.3833333333333333,left,199.922,204.782,30.886,189.326,0.9,1
143,2.3833333333333333,right,220.416,201.011,36.45,11.861,0.9,1
143,2.3833333333333333,left,379.987,212.081,37.122,178.952,0.9,1
143,2.3833333333333333,right,458.98,214.267,35.832,-9.124,0.9,1
144,2.4,left,604.912,223.155,23.721,162.491,0.95,0
144,2.4,left,200.321,204.326,33.263,194.286,0.9,1
144,2.4,right,222.504,201.049,37.508,12.325,0.9,1
144,2.4,left,381.771,212.511,36.643,176.484,0.9,1
144,2.4,right,460.611,212.959,33.704,-7.846,0.9,1
145,2.4166666666666665,left,606.435,222.704,24.469,161.279,0.95,0
145,2.4166666666666665,left,200.163,204.598,33.965,190.869,0.9,1
145,2.4166666666666665,right,222.713,201.036,35.86,15.892,0.9,1
145,2.4166666666666665,left,383.346,212.908,36.779,173.269,0.9,1
145,2.4166666666666665,right,461.499,214.323,34.556,-7.115,0.9,1
146,2.433333333333333,left,607.974,223.505,25.039,162.068,0.95,0
146,2.433333333333333,left,200.735,204.601,32.711,194.33,0.9,1
146,2.433333333333333,right,224.728,201.966,36.925,15.408,0.9,1
146,2.433333333333333,left,384.294,213.755,36.97,171.894,0.9,1
146,2.433333333333333,right,463.252,214.186,35.35,-8.916,0.9,1
147,2.45,left,607.49,223.677,23.318,164.294,0.95,0
147,2.45,left,200.098,204.72,34.945,195.574,0.9,1
147,2.45,right,224.387,200.942,36.086,12.89,0.9,1
147,2.45,left,386.368,214.046,38.534,171.002,0.9,1
147,2.45,right,463.246,214.106,38.311,-11.079,0.9,1
147,2.45,distractor,575.28,299.419,14.033,82.208,0.35,0
148,2.466666666666667,right,544.001,206.437,25.593,-2.719,0.95,0
148,2.466666666666667,left,609.848,223.214,22.9,161.869,0.95,0
148,2.466666666666667,left,200.072,204.722,34.736,196.851,0.9,1
148,2.466666666666667,right,226.294,200.968,35.639,15.738,0.9,1
148,2.466666666666667,left,386.26,213.4,34.728,172.066,0.9,1
148,2.466666666666667,right,464.246,214.038,35.295,-7.662,0.9,1
149,2.4833333333333334,right,548.177,208.422,26.048,2.049,0.95,0
149,2.4833333333333334,left,609.015,222.403,22.878,160.599,0.95,0
149,2.4833333333333334,left,200.61,204.379,33.519,192.42,0.9,1
149,2.4833333333333334,right,227.577,201.404,37.381,12.326,0.9,1
149,2.4833333333333334,left,388.526,212.838,37.957,170.19,0.9,1
149,2.4833333333333334,right,465.256,212.802,35.115,-11.357,0.9,1
150,2.5,right,552.413,208.594,27.417,-0.667,0.95,0
150,2.5,left,609.657,223.99,24.874,162.131,0.95,0
150,2.5,left,199.995,204.361,30.168,194.631,0.9,1
150,2.5,right,227.141,200.738,35.686,10.409,0.9,1
150,2.5,left,390.163,213.334,38.215,171.783,0.9,1
150,2.5,right,465.778,213.249,34.608,-5.612,0.9,1
151,2.5166666666666666,right,556.435,207.274,24.318,-1.013,0.95,0
151,2.5166666666666666,left,610.566,222.289,22.967,164.293,0.95,0
151,2.5166666666666666,left,199.261,203.809,34.939,194.501,0.9,1
151,2.5166666666666666,right,228.878,200.426,34.669,15.192,0.9,1
151,2.5166666666666666,left,391.84,212.559,34.987,169.97,0.9,1
151,2.5166666666666666,right,466.815,215.016,35.713,-7.468,0.9,1
152,2.533333333333333,right,559.388,208.082,25.782,-3.317,0.95,0
152,2.533333333333333,left,199.832,204.709,34.103,195.019,0.9,1
152,2.533333333333333,right,229.95,200.868,35.766,14.893,0.9,1
152,2.533333333333333,left,393.564,212.449,35.577,172.997,0.9,1
152,2.533333333333333,right,468.434,213.598,36.746,-12.122,0.9,1
153,2.55,right,564.169,206.231,24.13,-5.209,0.95,0
153,2.55,left,201.116,204.007,32.321,191.402,0.9,1
153,2.55,right,230.038,200.957,37.064,15.05,0.9,1
153,2.55,left,395.672,212.104,36.835,172.944,0.9,1
153,2.55,right,468.97,214.094,34.416,-9.296,0.9,1
154,2.566666666666667,right,568.579,207.672,23.939,1.015,0.95,0
154,2.566666666666667,left,200.904,204.173,31.515,196.956,0.9,1
154,2.566666666666667,right,230.752,200.591,36.425,12.655,0.9,1
154,2.566666666666667,left,397.539,212.994,37.443,169.855,0.9,1
154,2.566666666666667,right,470.004,214.288,35.786,-10.907,0.9,1
154,2.566666666666667,distractor,463.58,204.524,9.494,60.842,0.35,0
155,2.5833333333333335,right,571.489,207.479,26.605,-2.079,0.95,0
155,2.5833333333333335,left,200.571,204.866,32.358,195.966,0.9,1
155,2.5833333333333335,right,233.104,200.705,37.232,14.058,0.9,1
155,2.5833333333333335,left,398.033,211.471,36.963,171.023,0.9,1
155,2.5833333333333335,right,470.495,213.517,34.967,-10.544,0.9,1
156,2.6,right,575.727,207.89,24.985,-7.3,0.95,0
156,2.6,left,201.7,204.142,34.009,196.461,0.9,1
156,2.6,right,234.519,201.262,37.878,11.477,0.9,1
156,2.6,left,399.134,213.072,37.793,171.39,0.9,1
156,2.6,right,472.143,214.246,35.418,-10.802,0.9,1
157,2.6166666666666667,right,578.531,207.57,25.649,0.36,0.95,0
157,2.6166666666666667,left,201.571,203.785,33.299,197.352,0.9,1
157,2.6166666666666667,right,234.961,200.223,36.875,11.057,0.9,1
157,2.6166666666666667,left,400.806,211.946,37.244,170.589,0.9,1
157,2.6166666666666667,right,472.393,214.63,33.947,-12.0,0.9,1
158,2.6333333333333333,right,582.77,207.432,25.674,-7.094,0.95,0
158,2.6333333333333333,left,200.523,204.319,36.104,193.054,0.9,1
158,2.6333333333333333,right,236.485,199.397,36.63,13.512,0.9,1
158,2.6333333333333333,left,402.623,213.112,37.988,168.324,0.9,1
158,2.6333333333333333,right,473.009,214.855,36.362,-11.686,0.9,1
159,2.65,right,585.436,206.545,23.227,-8.077,0.95,0
159,2.65,left,201.04,204.242,33.28,192.83,0.9,1
159,2.65,right,237.972,200.446,37.508,12.438,0.9,1
159,2.65,left,403.6,213.626,39.738,172.031,0.9,1
159,2.65,right,473.792,214.166,34.085,-11.215,0.9,1
161,2.683333333333333,right,592.098,208.096,24.618,-7.584,0.95,0
161,2.683333333333333,left,201.386,202.816,34.552,193.461,0.9,1
161,2.683333333333333,right,239.543,200.097,33.261,12.922,0.9,1
161,2.683333333333333,left,408.043,212.741,37.339,168.457,0.9,1
161,2.683333333333333,right,474.868,215.961,34.726,-11.022,0.9,1
161,2.683333333333333,distractor,291.714,258.636,13.364,96.608,0.35,0
162,2.7,right,596.231,207.909,22.817,-7.874,0.95,0
162,2.7,left,201.826,203.647,33.315,191.701,0.9,1
162,2.7,right,240.26,199.63,36.634,11.392,0.9,1
162,2.7,left,407.512,212.971,36.995,171.0,0.9,1
162,2.7,right,475.6,214.058,34.966,-13.093,0.9,1
163,2.716666666666667,left,541.756,208.49,24.483,175.137,0.95,0
163,2.716666666666667,right,598.781,208.659,24.995,-4.319,0.95,0
163,2.716666666666667,left,202.82,203.158,34.614,196.156,0.9,1
163,2.716666666666667,right,241.519,200.063,39.225,13.963,0.9,1
163,2.716666666666667,left,410.527,212.212,36.392,170.748,0.9,1
163,2.716666666666667,right,477.104,214.456,36.19,-12.673,0.9,1
164,2.7333333333333334,left,545.992,208.155,25.132,169.704,0.95,0
164,2.7333333333333334,right,601.416,208.938,26.575,-6.664,0.95,0
164,2.7333333333333334,left,202.176,203.096,32.991,191.342,0.9,1
164,2.7333333333333334,right,242.899,200.232,35.577,13.419,0.9,1
164,2.7333333333333334,left,411.721,212.55,35.683,170.873,0.9,1
164,2.7333333333333334,right,476.91,214.198,36.215,-10.705,0.9,1
165,2.75,left,550.46,207.575,24.201,170.765,0.95,0
165,2.75,right,604.933,209.899,23.731,-11.078,0.95,0
165,2.75,left,202.494,202.391,32.834,193.543,0.9,1
165,2.75,right,245.8,199.741,35.649,9.255,0.9,1
165,2.75,left,413.128,213.068,37.299,170.614,0.9,1
165,2.75,right,478.105,214.262,32.205,-9.598,0.9,1
166,2.7666666666666666,left,553.005,207.332,24.216,175.033,0.95,0
166,2.7666666666666666,right,607.428,208.626,23.039,-12.17,0.95,0
166,2.7666666666666666,left,204.929,203.919,33.871,194.941,0.9,1
166,2.7666666666666666,right,245.128,200.108,37.322,12.534,0.9,1
166,2.7666666666666666,left,414.59,212.831,36.336,168.279,0.9,1
166,2.7666666666666666,right,479.399,214.406,35.78,-10.628,0.9,1
167,2.783333333333333,left,557.744,208.44,23.543,172.634,0.95,0
167,2.783333333333333,right,610.783,207.678,24.746,-14.177,0.95,0
167,2.783333333333333,left,204.077,202.927,34.911,195.454,0.9,1
167,2.783333333333333,right,246.536,199.707,38.669,11.216,0.9,1
167,2.783333333333333,left,415.887,212.917,35.303,169.692,0.9,1
167,2.783333333333333,right,480.186,215.552,35.09,-11.86,0.9,1
168,2.8,left,562.146,208.089,25.002,165.795,0.95,0
168,2.8,right,614.062,209.253,24.736,-9.627,0.95,0
168,2.8,left,203.838,202.681,33.704,192.583,0.9,1
168,2.8,right,247.697,199.778,36.939,13.95,0.9,1
168,2.8,left,418.339,212.549,37.909,170.14,0.9,1
168,2.8,right,479.935,214.908,35.512,-8.049,0.9,1
168,2.8,distractor,173.746,288.43,12.519,117.382,0.35,1
170,2.8333333333333335,left,570.766,207.932,25.298,170.366,0.95,0
170,2.8333333333333335,right,618.614,208.751,26.81,-8.512,0.95,0
170,2.8333333333333335,left,204.506,203.573,31.604,192.455,0.9,1
170,2.8333333333333335,right,250.56,199.35,37.28,13.453,0.9,1
170,2.8333333333333335,left,420.22,213.675,36.362,167.663,0.9,1
170,2.8333333333333335,right,481.915,215.108,34.702,-10.642,0.9,1
171,2.85,left,574.5,208.139,24.15,170.151,0.95,0
171,2.85,right,619.532,208.197,23.18,-12.759,0.95,0
171,2.85,left,204.325,203.33,35.493,193.401,0.9,1
171,2.85,right,252.35,200.326,36.293,11.259,0.9,1
171,2.85,left,421.366,212.252,38.356,168.831,0.9,1
171,2.85,right,481.517,214.879,34.363,-12.143,0.9,1
172,2.8666666666666667,left,577.197,208.574,26.234,171.134,0.95,0
172,2.8666666666666667,right,622.722,210.412,23.413,-15.176,0.95,0
172,2.8666666666666667,left,204.243,203.23,35.6,194.894,0.9,1
172,2.8666666666666667,right,252.409,199.069,36.616,16.03,0.9,1
172,2.8666666666666667,left,423.433,212.876,38.83,168.008,0.9,1
172,2.8666666666666667,right,483.109,213.876,33.244,-8.771,0.9,1
173,2.8833333333333333,left,581.655,208.549,23.335,167.681,0.95,0
173,2.8833333333333333,right,625.225,209.698,21.658,-11.894,0.95,0
173,2.8833333333333333,left,207.078,203.381,35.735,190.51,0.9,1
173,2.8833333333333333,right,254.149,199.547,34.412,15.228,0.9,1
173,2.8833333333333333,left,424.373,212.792,37.122,168.838,0.9,1
173,2.8833333333333333,right,482.819,213.67,34.767,-7.959,0.9,1
174,2.9,left,583.672,208.415,26.458,168.441,0.95,0
174,2.9,right,627.598,208.807,23.264,-12.311,0.95,0
174,2.9,left,206.457,201.937,35.67,193.607,0.9,1
174,2.9,right,255.461,199.593,37.042,12.724,0.9,1
174,2.9,left,425.471,212.566,35.135,170.592,0.9,1
