frame,timestamp_s,observed_timestamp_s,observed_x_px,estimated_velocity_pxps,fixed_processing_delay_s,flight_time_s
466,7.766667,7.586667,400.34915,-55.16691,0.18,0.045
467,7.783333,7.603333,401.98414,-48.37387,0.18,0.045
468,7.8,7.62,401.63986,-57.00293,0.18,0.045
469,7.816667,7.636667,399.50734,-47.44099,0.18,0.045
470,7.833333,7.653333,397.8996,-53.86913,0.18,0.045
471,7.85,7.67,396.39454,-57.98563,0.18,0.045
472,7.866667,7.686667,400.67615,-54.33595,0.18,0.045
473,7.883333,7.703333,396.26241,-54.94854,0.18,0.045
474,7.9,7.72,394.30111,-57.16825,0.18,0.045
475,7.916667,7.736667,393.46361,-51.10338,0.18,0.045
476,7.933333,7.753333,395.05396,-51.97494,0.18,0.045
477,7.95,7.77,391.87042,-49.31564,0.18,0.045
478,7.966667,7.786667,391.55739,-51.54668,0.18,0.045
479,7.983333,7.803333,393.04939,-55.27528,0.18,0.045
480,8.0,7.82,389.09722,90.90234,0.18,0.045
481,8.016667,7.836667,390.01404,97.63371,0.18,0.045
482,8.033333,7.853333,386.05898,96.32929,0.18,0.045
483,8.05,7.87,388.73159,93.5149,0.18,0.045
484,8.066667,7.886667,387.63235,94.30161,0.18,0.045
485,8.083333,7.903333,384.36444,95.55445,0.18,0.045
486,8.1,7.92,385.32408,94.37979,0.18,0.045
487,8.116667,7.936667,384.15372,95.14944,0.18,0.045
488,8.133333,7.953333,382.61474,89.77266,0.18,0.045
489,8.15,7.97,382.30334,89.54022,0.18,0.045
490,8.166667,7.986667,381.34151,92.47898,0.18,0.045
491,8.183333,8.003333,379.72273,91.73422,0.18,0.045
492,8.2,8.02,381.65396,89.87014,0.18,0.045
493,8.216667,8.036667,381.74017,97.86314,0.18,0.085
494,8.233333,8.053333,384.95978,95.72303,0.18,0.045
495,8.25,8.07,387.91867,95.73092,0.18,0.045
496,8.266667,8.086667,387.00944,90.04775,0.18,0.045
497,8.283333,8.103333,388.70748,86.17869,0.18,0.045
498,8.3,8.12,393.14386,84.00057,0.18,0.045
499,8.316667,8.136667,391.56929,86.03609,0.18,0.045
500,8.333333,8.153333,394.33355,89.89491,0.18,0.045
501,8.35,8.17,396.74754,93.51219,0.18,0.045
502,8.366667,8.186667,398.23715,83.62592,0.18,0.045
503,8.383333,8.203333,398.30277,91.0531,0.18,0.045
504,8.4,8.22,400.71766,87.59464,0.18,0.045
505,8.416667,8.236667,404.01297,85.84167,0.18,0.045
506,8.433333,8.253333,404.59769,93.75512,0.18,0.045
507,8.45,8.27,404.08946,83.70266,0.18,0.045
508,8.466667,8.286667,408.8393,94.05432,0.18,0.045
509,8.483333,8.303333,406.05377,87.54603,0.18,0.045
510,8.5,8.32,410.85182,87.83672,0.18,0.045
511,8.516667,8.336667,411.57121,85.98522,0.18,0.045
512,8.533333,8.353333,412.33175,78.79089,0.18,0.045
513,8.55,8.37,413.74113,83.47353,0.18,0.045
514,8.566667,8.386667,416.36666,77.25947,0.18,0.045
515,8.583333,8.403333,418.12227,82.51612,0.18,0.045
516,8.6,8.42,417.59165,79.62218,0.18,0.045
517,8.616667,8.436667,419.28719,82.07355,0.18,0.045
518,8.633333,8.453333,421.45806,77.07558,0.18,0.045
519,8.65,8.47,423.7813,77.13778,0.18,0.045
520,8.666667,8.486667,424.6409,78.33608,0.18,0.045
521,8.683333,8.503333,425.96024,84.88779,0.18,0.045
522,8.7,8.52,427.2081,79.28306,0.18,0.085
523,8.716667,8.536667,426.90386,81.38662,0.18,0.045
524,8.733333,8.553333,429.30588,69.86762,0.18,0.045
525,8.75,8.57,429.82296,75.01067,0.18,0.045
526,8.766667,8.586667,432.24612,78.32725,0.18,0.045
527,8.783333,8.603333,433.67381,78.79641,0.18,0.045
528,8.8,8.62,436.89935,69.86917,0.18,0.045
529,8.816667,8.636667,437.41973,70.23349,0.18,0.045
530,8.833333,8.653333,436.876,70.43822,0.18,0.045
531,8.85,8.67,439.98211,67.97223,0.18,0.045
532,8.866667,8.686667,439.91925,69.04286,0.18,0.045
533,8.883333,8.703333,444.50323,68.69837,0.18,0.045
534,8.9,8.72,442.7814,70.36774,0.18,0.045
535,8.916667,8.736667,444.89196,65.27808,0.18,0.045
536,8.933333,8.753333,445.90168,66.87719,0.18,0.045
537,8.95,8.77,446.27652,62.52123,0.18,0.045
538,8.966667,8.786667,449.76195,78.2009,0.18,0.045
539,8.983333,8.803333,449.96282,58.82092,0.18,0.045
540,9.0,8.82,450.17049,59.89237,0.18,0.045
541,9.016667,8.836667,451.21811,54.32564,0.18,0.045
542,9.033333,8.853333,451.38133,62.56264,0.18,0.045
543,9.05,8.87,453.89869,60.16445,0.18,0.045
544,9.066667,8.886667,455.26829,60.14163,0.18,0.045
545,9.083333,8.903333,455.63094,53.89517,0.18,0.045
546,9.1,8.92,457.61242,50.36804,0.18,0.045
547,9.116667,8.936667,458.04292,53.26928,0.18,0.045
548,9.133333,8.953333,458.58052,52.01245,0.18,0.045
549,9.15,8.97,458.2706,45.50696,0.18,0.045
550,9.166667,8.986667,461.28852,43.90992,0.18,0.045
551,9.183333,9.003333,462.2858,47.43152,0.18,0.085
552,9.2,9.02,465.27465,51.32971,0.18,0.045
553,9.216667,9.036667,465.00654,48.19071,0.18,0.045
554,9.233333,9.053333,469.04293,53.67914,0.18,0.045
555,9.25,9.07,466.55429,41.2338,0.18,0.045
556,9.266667,9.086667,467.16479,45.80527,0.18,0.045
557,9.283333,9.103333,467.17466,42.32485,0.18,0.045
558,9.3,9.12,470.07999,42.47287,0.18,0.045
559,9.316667,9.136667,470.44506,44.98852,0.18,0.045
560,9.333333,9.153333,473.70873,31.99054,0.18,0.045
561,9.35,9.17,474.37832,40.8205,0.18,0.045
562,9.366667,9.186667,473.24356,42.07756,0.18,0.045
563,9.383333,9.203333,474.27051,31.95478,0.18,0.045
564,9.4,9.22,474.33974,28.16789,0.18,0.045
565,9.416667,9.236667,475.18929,36.36554,0.18,0.045
566,9.433333,9.253333,478.02487,31.40314,0.18,0.045
567,9.45,9.27,477.05416,32.56771,0.18,0.045
568,9.466667,9.286667,476.10927,31.60816,0.18,0.045
569,9.483333,9.303333,478.67446,26.93359,0.18,0.045
570,9.5,9.32,479.60111,25.13367,0.18,0.045
571,9.516667,9.336667,476.5986,21.3423,0.18,0.045
572,9.533333,9.353333,479.3343,25.55192,0.18,0.045
573,9.55,9.37,480.62745,22.53912,0.18,0.045
574,9.566667,9.386667,483.21048,26.33036,0.18,0.045
575,9.583333,9.403333,481.63919,25.44398,0.18,0.045
576,9.6,9.42,482.40712,25.51076,0.18,0.045
577,9.616667,9.436667,483.75892,18.83176,0.18,0.045
578,9.633333,9.453333,483.75857,21.80853,0.18,0.045
579,9.65,9.47,483.18082,11.18224,0.18,0.045
580,9.666667,9.486667,485.23471,17.44646,0.18,0.085
581,9.683333,9.503333,486.52543,6.35871,0.18,0.045
582,9.7,9.52,483.38231,11.03776,0.18,0.045
583,9.716667,9.536667,485.74179,8.42135,0.18,0.045
584,9.733333,9.553333,486.9488,7.53659,0.18,0.045
585,9.75,9.57,488.12003,13.27383,0.18,0.045
586,9.766667,9.586667,488.73861,2.06423,0.18,0.045
587,9.783333,9.603333,487.74756,1.80618,0.18,0.045
588,9.8,9.62,486.17883,8.37622,0.18,0.045
589,9.816667,9.636667,487.76869,3.79368,0.18,0.045
590,9.833333,9.653333,488.3449,3.02309,0.18,0.045
591,9.85,9.67,488.36959,2.60607,0.18,0.045
592,9.866667,9.686667,488.61202,0.16597,0.18,0.045
593,9.883333,9.703333,489.68664,-3.30933,0.18,0.045
594,9.9,9.72,488.17412,3.47875,0.18,0.045
595,9.916667,9.736667,488.18976,-6.86921,0.18,0.045
596,9.933333,9.753333,489.06809,-16.82807,0.18,0.045
597,9.95,9.77,489.33369,-3.18922,0.18,0.045
598,9.966667,9.786667,489.29158,-9.02192,0.18,0.045
599,9.983333,9.803333,489.39453,-10.08927,0.18,0.045
